"Student_ID","Term","Section_ID","Instructor_ID","Main_CourseID","Gender","Age","Ethnicity","FirstGen","Military","FosterYouth","DSPS","FinAid","Units_Attempted_Beg_Of_Term","GPA_Beg_Of_Term","TermUnitsAttempted","K12_Student","First_Time_College_Student","Nonresident_Tuition_Exempt","International","Nonresident","WR_Center","Main_Course_SuccessFlag","Main_Course_GradePoints","HS_GPA","Online","N_Center_Visits","Center_Attendance_Hours","N_Conf"
2026,"Year 1 Fall",77,1658,"ENG 1","Male",18,"Hispanic / Latino",1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,2.7,0,NA,NA,NA
2027,"Year 1 Fall",78,8975,"ENG 1","Male",17,"Asian",0,0,0,0,0,0,0,14,0,1,0,0,1,0,1,3,3,0,NA,NA,NA
2028,"Year 1 Fall",74,5224,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,1,0,5,4,12,0,1,0,0,0,0,1,4,3.04,0,NA,NA,NA
2031,"Year 1 Fall",70,9412,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,4,3.2,0,NA,NA,NA
2033,"Year 1 Fall",106,2017,"ENG 1","Female",18,"Hispanic / Latino",0,0,0,0,1,0,0,10.5,0,1,0,0,0,0,1,4,3.5,0,NA,NA,NA
2035,"Year 1 Fall",73,9589,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,1,0,0,12,0,1,0,0,0,0,1,3,3.06,0,NA,NA,NA
2036,"Year 1 Fall",115,1938,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,1,0,0,18,0,1,0,0,0,0,1,4,3.27,1,NA,NA,NA
2037,"Year 1 Fall",71,3598,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,0,0,0,13,0,1,0,0,0,1,1,3,3.05,0,14,32.0491666666667,1
2039,"Year 1 Fall",98,1980,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,2.44,0,NA,NA,NA
2041,"Year 1 Fall",80,9935,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,1,0,0,14,0,1,0,0,0,0,1,3,3.42,0,NA,NA,NA
2043,"Year 1 Fall",76,8450,"ENG 1","Male",19,"White, Non-Hispanic",0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,4,NA,0,NA,NA,NA
2047,"Year 1 Fall",73,9589,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,3,3.02,0,NA,NA,NA
2048,"Year 1 Fall",103,9412,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,1,0,0,18,0,1,0,0,0,0,1,4,3.56,0,NA,NA,NA
2049,"Year 1 Fall",103,9412,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,1,0,0,16,0,1,0,0,0,0,1,4,3.81,0,NA,NA,NA
2052,"Year 1 Fall",77,1658,"ENG 1","Male",18,"Hispanic / Latino",0,0,0,0,1,0,0,15,0,1,0,0,0,0,1,2,3.3,0,NA,NA,NA
2053,"Year 1 Fall",79,9014,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,0,1.5,4,10,0,1,0,0,0,0,1,3,3.3,0,NA,NA,NA
2054,"Year 1 Fall",103,9412,"ENG 1","Male",18,"African American",0,0,0,0,1,0,0,14,0,1,0,0,0,0,1,3,3.29,0,NA,NA,NA
2055,"Year 1 Fall",97,1833,"ENG 1","Male",18,"Asian",1,0,0,0,1,1,4,16,0,1,0,0,0,0,1,3,3,0,NA,NA,NA
2056,"Year 1 Fall",100,910,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,15,0,1,0,0,0,0,0,0,3.4,0,NA,NA,NA
2059,"Year 1 Fall",104,1612,"ENG 1","Female",18,"Hispanic / Latino",0,0,0,0,1,1.5,4,16,0,1,0,0,0,0,1,2,3.46,0,NA,NA,NA
2061,"Year 1 Fall",100,910,"ENG 1","Female",23,"Asian",1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3.3,0,NA,NA,NA
2074,"Year 1 Fall",70,9412,"ENG 1","Male",18,"Hispanic / Latino",1,0,0,0,1,6,4,19,0,1,0,0,0,0,1,2,1.95,0,NA,NA,NA
2075,"Year 1 Fall",104,1612,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,0,1,4,17,0,1,0,0,0,0,1,3,3.7,0,NA,NA,NA
2076,"Year 1 Fall",109,8483,"ENG 1","Female",18,"Hispanic / Latino",0,0,0,0,0,0,0,14,0,1,0,0,0,1,1,3,3.02,0,38,36.6380555555556,4
2077,"Year 1 Fall",164,9935,"ENG 1","Male",18,"Asian",0,0,0,0,1,0,0,15,0,1,0,0,0,0,1,3,2.64,0,NA,NA,NA
2078,"Year 1 Fall",70,9412,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,1,0,0,15,0,1,0,0,0,0,1,3,3.5,0,NA,NA,NA
2079,"Year 1 Fall",164,9935,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,11.5,0,1,0,0,0,1,1,4,3.5,0,49,41.1,6
2080,"Year 1 Fall",76,8450,"ENG 1","Female",18,"Hispanic / Latino",0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,2,3.02,0,NA,NA,NA
2082,"Year 1 Fall",90,2321,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,4,3.5,0,NA,NA,NA
2084,"Year 1 Fall",92,1597,"ENG 1","Female",19,"Asian",0,0,0,0,1,0,0,15,0,1,0,0,0,1,1,4,3.82,0,33,32.1025,16
2085,"Year 1 Fall",78,8975,"ENG 1","Female",18,"Asian",0,0,0,0,0,0,0,17,0,1,0,0,0,0,1,3,3.83,0,NA,NA,NA
2086,"Year 1 Fall",83,9927,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,1,0,0,17,0,1,0,0,0,0,1,4,3.92,0,NA,NA,NA
2087,"Year 1 Fall",111,8605,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,3,3.3,1,NA,NA,NA
2088,"Year 1 Fall",94,1649,"ENG 1","Male",19,"Mixed Ethnicity",0,0,0,0,1,5,2,11,0,0,0,0,0,0,0,0,2.5,0,NA,NA,NA
2090,"Year 1 Fall",83,9927,"ENG 1","Female",18,"African American",0,0,0,0,1,0,0,16,0,1,0,0,0,0,1,4,3.02,0,NA,NA,NA
2092,"Year 1 Fall",108,8975,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,13,0,1,0,0,0,1,1,3,2.9,0,38,29.4227777777778,5
2098,"Year 1 Fall",97,1833,"ENG 1","Female",18,"White, Non-Hispanic",1,0,0,1,1,0,0,4,0,1,0,0,0,0,1,2,3.5,0,NA,NA,NA
2099,"Year 1 Fall",91,5224,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,NA,0,19,24.1222222222222,NA
2102,"Year 1 Fall",164,9935,"ENG 1","Female",17,"Asian",0,0,0,0,0,0,0,8,0,1,0,1,0,0,1,3,3.6,0,NA,NA,NA
2103,"Year 1 Fall",77,1658,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,3,3,0,NA,NA,NA
2108,"Year 1 Fall",105,1612,"ENG 1","Male",17,"Asian",1,0,0,0,0,4.5,4,12,0,1,0,0,0,0,1,4,3.6,0,NA,NA,NA
2111,"Year 1 Fall",80,9935,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,14,0,1,0,0,0,0,1,3,3.4,0,NA,NA,NA
2112,"Year 1 Fall",90,2321,"ENG 1","Male",20,"White, Non-Hispanic",1,0,0,0,0,0,0,13.5,0,0,0,1,0,0,1,3,NA,0,NA,NA,NA
2117,"Year 1 Fall",71,3598,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,4,3.4,0,NA,NA,NA
2122,"Year 1 Fall",108,8975,"ENG 1","Female",17,"Asian",0,0,0,0,1,0,0,10.5,0,1,0,0,0,1,1,2,2.75,0,17,21.0747222222222,3
2124,"Year 1 Fall",85,4776,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,1,0,0,13,0,1,0,0,0,0,1,4,3.426,0,NA,NA,NA
2126,"Year 1 Fall",109,8483,"ENG 1","Male",18,"White, Non-Hispanic",1,0,0,0,1,6,4,17,0,1,0,0,0,1,1,3,3.3,0,36,28.9488888888889,4
2127,"Year 1 Fall",97,1833,"ENG 1","Male",19,"Mixed Ethnicity",1,0,0,0,1,0,0,10,0,1,0,0,0,0,1,2,3.4,0,NA,NA,NA
2130,"Year 1 Fall",90,2321,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,13.5,0,1,0,1,0,0,1,4,NA,0,NA,NA,NA
2133,"Year 1 Fall",81,2001,"ENG 1","Female",17,"Mixed Ethnicity",0,0,0,0,0,6,4,7.5,0,1,0,0,0,0,0,0,3.21,0,NA,NA,1
2134,"Year 1 Fall",164,9935,"ENG 1","Female",17,"Decline to State",0,0,0,0,0,8,4,0,0,1,0,0,0,0,0,0,3.28,0,NA,NA,NA
2135,"Year 1 Fall",97,1833,"ENG 1","Male",18,"Asian",1,0,0,0,1,0,0,17,0,1,0,0,0,0,1,2,3.33,0,NA,NA,NA
2136,"Year 1 Fall",80,9935,"ENG 1","Male",18,"Asian",0,0,0,0,0,4,3,7,0,1,0,0,0,0,0,0,2,0,NA,NA,NA
2138,"Year 1 Fall",101,3984,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,3.5,0,NA,NA,NA
2139,"Year 1 Fall",92,1597,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,1,0,0,13,0,1,0,0,0,0,1,4,3.26,0,NA,NA,NA
2141,"Year 1 Fall",80,9935,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,1,0,0,12,0,1,0,0,0,0,1,3,3.6,0,NA,NA,NA
2144,"Year 1 Fall",85,4776,"ENG 1","Female",18,"Hispanic / Latino",1,0,0,0,0,0,0,16,0,1,0,0,0,0,1,3,3.2,0,NA,NA,NA
2146,"Year 1 Fall",109,8483,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,17,0,1,0,0,0,1,1,3,2.96,0,33,30.1072222222222,4
2148,"Year 1 Fall",78,8975,"ENG 1","Male",18,"Asian",0,0,0,0,0,6,4,15.5,0,1,0,0,0,0,1,4,2.98,0,NA,NA,NA
2149,"Year 1 Fall",103,9412,"ENG 1","Decline",18,"Asian",0,0,0,0,0,4,3,15,0,0,0,0,0,0,1,4,3.04,0,NA,NA,NA
2151,"Year 1 Fall",70,9412,"ENG 1","Male",17,"Mixed Ethnicity",1,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,2.53,0,NA,NA,NA
2153,"Year 1 Fall",104,1612,"ENG 1","Male",17,"Asian",1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3.05,0,NA,NA,NA
2162,"Year 1 Fall",70,9412,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,1,6,3,15,0,1,0,0,0,0,1,4,3.37,0,NA,NA,NA
2163,"Year 1 Fall",91,5224,"ENG 1","Male",19,"Mixed Ethnicity",0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,3.25,0,NA,NA,NA
2164,"Year 1 Fall",73,9589,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,1,0,0,9,0,1,0,0,0,0,1,3,3.7,0,NA,NA,NA
2165,"Year 1 Fall",108,8975,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,12.5,0,1,0,0,0,1,1,3,2.7,0,25,24.4022222222222,6
2169,"Year 1 Fall",91,5224,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,11.5,0,1,0,0,0,0,1,4,3.6,0,NA,NA,NA
2173,"Year 1 Fall",96,1900,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,1,0,0,18,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
2175,"Year 1 Fall",96,1900,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,0,0,0,16.5,0,1,0,0,0,0,1,4,3.29,0,NA,NA,NA
2176,"Year 1 Fall",70,9412,"ENG 1","Male",18,"Asian",0,0,0,0,0,1.5,4,9,0,0,0,0,0,0,1,3,2.48,0,NA,NA,NA
2189,"Year 1 Fall",84,2001,"ENG 1","Male",17,"Hispanic / Latino",1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,2.5,0,NA,NA,NA
2191,"Year 1 Fall",100,910,"ENG 1","Male",18,"Asian",0,0,0,0,1,3,2,10,0,1,0,0,0,0,1,3,3.05,0,NA,NA,NA
2193,"Year 1 Fall",101,3984,"ENG 1","Female",18,"Mixed Ethnicity",0,0,0,0,0,0,0,13,0,1,0,0,0,0,1,3,3.53,0,NA,NA,NA
2194,"Year 1 Fall",93,2017,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,11,0,1,0,0,0,0,1,4,3.07,0,NA,NA,NA
2195,"Year 1 Fall",101,3984,"ENG 1","Male",17,"White, Non-Hispanic",0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,3,2.5,0,NA,NA,NA
2196,"Year 1 Fall",221,9102,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,11.5,0,1,0,1,0,0,1,2,3.12,0,NA,NA,NA
2200,"Year 1 Fall",78,8975,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,3,3.41,0,NA,NA,NA
2201,"Year 1 Fall",111,8605,"ENG 1","Female",18,"African American",1,0,0,0,0,0,0,12,0,1,1,0,0,0,1,3,3.4,1,NA,NA,NA
2203,"Year 1 Fall",82,1658,"ENG 1","Female",23,"White, Non-Hispanic",0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,3,0,NA,NA,NA
2209,"Year 1 Fall",109,8483,"ENG 1","Female",18,"Asian",0,0,0,0,1,0,0,15,0,1,0,0,0,1,1,3,2.89,0,52,30.1463888888889,7
2213,"Year 1 Fall",112,9569,"ENG 1","Female",18,"Asian",0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,4,3.78,1,NA,NA,NA
2216,"Year 1 Fall",110,3598,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,1,0,0,16,0,1,0,0,0,0,1,3,3.35,0,NA,NA,NA
2218,"Year 1 Fall",101,3984,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,1,0,0,11,0,1,0,0,0,0,1,3,3.2,0,NA,NA,NA
2220,"Year 1 Fall",70,9412,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,10,0,1,0,0,0,0,1,2,3.33,0,NA,NA,NA
2231,"Year 1 Fall",83,9927,"ENG 1","Female",18,"Asian",0,0,0,0,1,0,0,19,0,1,0,0,0,0,1,4,3.05,0,NA,NA,NA
2232,"Year 1 Fall",83,9927,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,1,0,0,13,0,1,0,0,0,0,1,4,3.65,0,NA,NA,NA
2235,"Year 1 Fall",92,1597,"ENG 1","Male",20,"White, Non-Hispanic",0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,4,3.06,0,NA,NA,NA
2236,"Year 1 Fall",78,8975,"ENG 1","Male",17,"Mixed Ethnicity",0,0,0,0,1,6,4,15.5,0,1,0,0,0,0,1,3,3.4,0,NA,NA,NA
2239,"Year 1 Fall",115,1938,"ENG 1","Male",50,"Mixed Ethnicity",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA
2246,"Year 1 Fall",101,3984,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,15,0,1,1,0,0,0,1,4,3.96,0,NA,NA,NA
2249,"Year 1 Fall",85,4776,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,19,0,1,0,0,0,0,1,3,3.44,0,NA,NA,NA
2250,"Year 1 Fall",88,8483,"ENG 1","Male",20,"Asian",1,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,3.5,0,NA,NA,NA
2254,"Year 1 Fall",113,9569,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,3,3,14,0,1,0,0,0,0,1,4,3.38,1,NA,NA,NA
2255,"Year 1 Fall",109,8483,"ENG 1","Male",18,"Hispanic / Latino",1,0,0,0,1,0,0,12,0,1,0,0,0,1,1,3,2.95,0,75,80.5555555555555,4
2260,"Year 1 Fall",90,2321,"ENG 1","Female",17,"Asian",0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
2262,"Year 1 Fall",76,8450,"ENG 1","Male",18,"Asian",0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,3,3.17,0,NA,NA,NA
2263,"Year 1 Fall",110,3598,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,2,3.129,0,NA,NA,NA
2271,"Year 1 Fall",75,1515,"ENG 1","Female",18,"White, Non-Hispanic",1,0,0,1,0,5,3,9,0,1,0,0,0,0,0,0,2.78,0,NA,NA,NA
2272,"Year 1 Fall",94,1649,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,1,0,0,15,0,1,1,0,0,0,1,4,3.61,0,NA,NA,NA
2273,"Year 1 Fall",103,9412,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,0,3,4,14,0,1,0,0,0,0,1,4,3.59,0,NA,NA,NA
2275,"Year 1 Fall",79,9014,"ENG 1","Male",17,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,4,3.65,0,NA,NA,NA
2276,"Year 1 Fall",110,3598,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,2.94,0,NA,NA,NA
2280,"Year 1 Fall",109,8483,"ENG 1","Male",18,"Decline to State",0,0,0,0,0,4,2,14,0,1,0,0,0,1,1,4,3.22,0,49,52.1319444444445,4
2282,"Year 1 Fall",109,8483,"ENG 1","Female",18,"Mixed Ethnicity",1,0,0,0,1,5,2,13.5,0,1,0,0,0,1,1,4,2.9,0,51,35.1122222222222,4
2288,"Year 1 Fall",99,2357,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,1,0,0,13,0,1,0,0,0,0,1,2,3.1,0,NA,NA,NA
2294,"Year 1 Fall",97,1833,"ENG 1","Male",18,"Asian",0,0,0,1,0,0,0,19,0,1,0,0,0,0,1,4,1.91,0,NA,NA,NA
2303,"Year 1 Fall",84,2001,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,1,0,0,13,0,1,0,0,0,0,1,4,4,0,NA,NA,NA
2305,"Year 1 Fall",109,8483,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,17,0,1,0,0,0,1,1,4,2.72,0,44,39.9033333333333,5
2307,"Year 1 Fall",96,1900,"ENG 1","Female",18,"Asian",0,0,0,0,1,0,0,14,0,1,0,0,0,0,1,4,2.8,0,NA,NA,NA
2309,"Year 1 Fall",82,1658,"ENG 1","Male",19,"Hispanic / Latino",0,0,0,0,1,0,0,15,0,1,0,0,0,0,0,0,2.94,0,NA,NA,NA
2311,"Year 1 Fall",79,9014,"ENG 1","Female",18,"Asian",1,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,3,0,NA,NA,NA
2312,"Year 1 Fall",86,1515,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2.5,0,NA,NA,NA
2315,"Year 1 Fall",78,8975,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
2317,"Year 1 Fall",72,2038,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,1,0,0,11,0,1,1,0,0,1,1,4,3.67,0,30,24.1180555555556,5
2318,"Year 1 Fall",79,9014,"ENG 1","Male",16,"White, Non-Hispanic",0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,4,2,0,NA,NA,NA
2322,"Year 1 Fall",96,1900,"ENG 1","Male",19,"Mixed Ethnicity",1,0,0,0,0,5,4,7,0,1,0,0,0,0,1,4,2.65,0,NA,NA,NA
2324,"Year 1 Fall",105,1612,"ENG 1","Male",17,"Hispanic / Latino",1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,1,2.71,0,NA,NA,NA
2328,"Year 1 Fall",104,1612,"ENG 1","Male",18,"Hispanic / Latino",0,0,0,0,1,0,0,12.5,0,1,0,0,0,0,1,3,3.8,0,NA,NA,NA
2330,"Year 1 Fall",89,1515,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,3.28,0,NA,NA,NA
2333,"Year 1 Fall",89,1515,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,6,0,1,0,0,0,1,0,0,3.78,0,3,4.20361111111111,NA
2336,"Year 1 Fall",94,1649,"ENG 1","Female",17,"White, Non-Hispanic",0,0,0,0,0,5,3,14,0,1,0,0,0,0,1,3,2.86,0,NA,NA,NA
2337,"Year 1 Fall",78,8975,"ENG 1","Female",18,"White, Non-Hispanic",1,0,0,0,1,0,0,12.5,0,1,0,0,0,0,1,3,3.5,0,NA,NA,NA
2341,"Year 1 Fall",81,2001,"ENG 1","Female",18,"Hispanic / Latino",1,0,0,0,1,0,0,12,0,1,1,0,0,0,0,0,2.5,0,NA,NA,NA
2343,"Year 1 Fall",164,9935,"ENG 1","Male",18,"Hispanic / Latino",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,3,3.2,0,NA,NA,NA
2351,"Year 1 Fall",74,5224,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,14.5,0,1,0,0,0,0,1,4,3.47,0,NA,NA,NA
2354,"Year 1 Fall",100,910,"ENG 1","Female",18,"Asian",1,0,0,0,1,9,4,14,0,0,0,0,0,0,1,4,3.53,0,NA,NA,NA
2361,"Year 1 Fall",87,3984,"ENG 1","Female",17,"Asian",0,0,0,0,0,0,0,18,0,1,0,0,0,0,1,4,3.73,0,NA,NA,NA
2362,"Year 1 Fall",94,1649,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,3,0,NA,NA,NA
2364,"Year 1 Fall",86,1515,"ENG 1","Male",17,"Hispanic / Latino",1,0,0,0,1,4,2,15,0,1,0,0,0,0,1,3,3.4,0,NA,NA,NA
2365,"Year 1 Fall",109,8483,"ENG 1","Male",18,"Asian",1,0,0,0,1,0,0,17,0,1,0,0,0,1,1,3,3,0,52,49.4636111111111,5
2366,"Year 1 Fall",93,2017,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,1,0,0,13,0,1,0,0,0,0,1,4,3,0,NA,NA,NA
2367,"Year 1 Fall",90,2321,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,13.5,0,1,0,1,0,0,1,3,NA,0,NA,NA,NA
2370,"Year 1 Fall",81,2001,"ENG 1","Male",17,"Mixed Ethnicity",0,0,0,1,0,0,0,10,0,1,0,0,0,0,1,4,3.67,0,NA,NA,NA
2373,"Year 1 Fall",106,2017,"ENG 1","Female",18,"Asian",0,0,0,0,0,0,0,17,0,1,0,0,1,0,1,4,NA,0,NA,NA,NA
2378,"Year 1 Fall",79,9014,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,3,4,7,0,1,0,0,0,0,1,4,3.8,0,NA,NA,NA
2381,"Year 1 Fall",89,1515,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,1,3.75,0,NA,NA,NA
2382,"Year 1 Fall",79,9014,"ENG 1","Male",18,"Asian",0,0,0,0,0,6,4,17,0,1,0,0,0,0,1,4,3.55,0,NA,NA,NA
2385,"Year 1 Fall",73,9589,"ENG 1","Female",18,"Hispanic / Latino",0,0,0,0,1,0,0,13,0,1,0,0,0,0,0,0,3.49,0,NA,NA,NA
2386,"Year 1 Fall",101,3984,"ENG 1","Female",18,"White, Non-Hispanic",1,0,0,0,0,0,0,15,0,1,0,0,0,0,1,4,3.3,0,NA,NA,NA
2387,"Year 1 Fall",113,9569,"ENG 1","Male",18,"Mixed Ethnicity",1,0,0,0,1,5,2,19,0,1,0,0,0,0,1,3,3.28,1,NA,NA,NA
2388,"Year 1 Fall",83,9927,"ENG 1","Female",18,"Decline to State",0,0,0,0,0,3,3,17,0,0,0,0,0,0,1,4,3,0,NA,NA,NA
2391,"Year 1 Fall",89,1515,"ENG 1","Male",18,"Mixed Ethnicity",0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,4,4,0,NA,NA,NA
2394,"Year 1 Fall",111,8605,"ENG 1","Female",17,"Asian",0,0,0,0,0,1,4,17,0,1,0,0,0,0,0,1,3.5,1,NA,NA,NA
2397,"Year 1 Fall",93,2017,"ENG 1","Female",17,"Hispanic / Latino",1,0,0,0,1,0,0,14,0,1,0,0,0,0,1,4,3.4,0,NA,NA,NA
2399,"Year 1 Fall",114,1938,"ENG 1","Female",18,"Asian",0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,4,3.44,1,NA,NA,NA
2405,"Year 1 Fall",85,4776,"ENG 1","Female",19,"White, Non-Hispanic",0,0,0,0,0,8,3.375,15,0,0,0,0,0,0,1,4,3.78,0,NA,NA,NA
2408,"Year 1 Fall",79,9014,"ENG 1","Male",18,"Asian",0,0,0,0,0,0,0,19,0,1,0,0,1,0,1,4,NA,0,NA,NA,NA
2409,"Year 1 Fall",100,910,"ENG 1","Female",18,"Asian",0,0,0,1,1,0,0,16,0,1,0,0,0,0,1,4,3.4,0,NA,NA,NA
2410,"Year 1 Fall",94,1649,"ENG 1","Female",17,"Hispanic / Latino",1,0,0,0,1,0,0,13,0,1,0,0,0,0,1,2,3.18,0,NA,NA,NA
2411,"Year 1 Fall",109,8483,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,4,3,0,55,36.0836111111111,6
2412,"Year 1 Fall",89,1515,"ENG 1","Female",18,"White, Non-Hispanic",0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,3.1,0,NA,NA,NA
2415,"Year 1 Fall",107,6216,"ENG 1","Male",18,"White, Non-Hispanic",0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,2.5,0,NA,NA,NA
2418,"Year 1 Fall",84,2001,"ENG 1","Female",19,"Asian",0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,3,3.21,0,NA,NA,NA
2420,"Year 1 Fall",100,910,"ENG 1","Female",18,"Asian",0,0,0,0,1,0,0,15,0,1,0,0,0,0,1,2,3.2,0,NA,NA,NA
2421,"Year 1 Fall",108,8975,"ENG 1","Female",18,"Hispanic / Latino",1,0,0,0,1,0,0,4,0,1,0,0,0,1,1,2,2.89,0,24,25.8866666666667,6
2422,"Year 1 Fall",70,9412,"ENG 1","Male",18,"Asian",1,0,0,0,1,3,4,15,0,1,0,0,0,0,1,4,3.69,0,NA,NA,NA
2423,"Year 1 Fall",83,9927,"ENG 1","Female",18,"Asian",1,0,0,0,1,0,0,17,0,1,0,0,0,1,1,4,3.73,0,17,24.6222222222222,1
2424,"Year 1 Fall",81,2001,"ENG 1","Female",18,"Hispanic / Latino",0,0,0,1,1,6,4,10,0,1,0,0,0,0,1,2,3.83,0,NA,NA,NA
