,Student_ID,Term,Section_ID,Instructor_ID,Main_CourseID,Age,FirstGen,Military,FosterYouth,DSPS,FinAid,Units_Attempted_Beg_Of_Term,GPA_Beg_Of_Term,TermUnitsAttempted,K12_Student,First_Time_College_Student,Nonresident_Tuition_Exempt,International,Nonresident,WR_Center,Main_Course_SuccessFlag,Main_Course_GradePoints,HS_GPA,Online,N_Center_Visits,Center_Attendance_Hours,N_Conf,WR_Center_FailFlag,HS_GPA_Flag,CC_GPA_Flag,Gender_Female,Gender_Male,Ethnicity_Asian,Ethnicity_Hispanic / Latino,Ethnicity_Mixed Ethnicity,"Ethnicity_White, Non-Hispanic"
1282,693,Year 2 Spring,179,8605,ENG 1,23,1,0,0,0,1,8.0,1.25,4.0,0,0,0,0,0,0,1,2,2.3,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1283,696,Year 2 Spring,191,5224,ENG 1,29,1,0,0,0,0,33.0,3.87878787878788,13.0,0,0,1,0,0,1,1,4,,0,20.0,11.5211111111111,3.0,1.0,0,1,0,1,0,1,0,0
1284,697,Year 2 Spring,184,2321,ENG 1,19,1,0,0,0,1,53.5,3.83177570093458,13.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
1285,699,Year 2 Spring,184,2321,ENG 1,17,1,0,0,0,1,40.5,3.60493827160494,15.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
1286,704,Year 2 Spring,209,1953,ENG 1,19,0,0,0,0,0,10.0,3.0,4.0,0,0,0,0,0,0,1,3,3.4,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1287,712,Year 2 Spring,181,2321,ENG 1,18,0,0,0,0,0,14.0,2.42857142857143,7.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1288,717,Year 2 Spring,173,9102,ENG 1,46,0,0,0,0,1,18.0,3.66666666666667,10.0,0,0,0,0,0,1,1,3,,0,25.0,24.8408333333333,3.0,0.0,0,1,1,0,0,0,0,1
1289,719,Year 2 Spring,201,4776,ENG 1,21,0,0,0,0,0,33.0,2.63636363636364,0.0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
1290,722,Year 2 Spring,187,3984,ENG 1,32,0,0,0,0,1,42.0,3.88095238095238,12.0,0,0,0,0,0,1,1,4,,0,30.0,26.6741666666666,9.0,0.0,0,1,0,1,0,0,0,1
1291,738,Year 2 Spring,180,9412,ENG 1,18,0,0,0,0,1,12.0,4.0,7.0,0,0,0,0,0,0,1,4,3.5,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1292,746,Year 2 Spring,181,2321,ENG 1,17,0,0,0,0,1,15.0,4.0,17.0,0,0,0,0,0,0,1,4,3.45,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1293,748,Year 2 Spring,191,5224,ENG 1,18,0,0,0,0,1,14.0,4.0,14.0,0,0,0,0,0,1,1,4,3.75,0,32.0,24.4708333333333,8.0,0.0,1,1,1,0,1,0,0,0
1294,754,Year 2 Spring,183,8483,ENG 1,34,0,0,0,0,1,7.5,4.0,12.0,0,0,0,0,0,1,1,3,,0,36.0,26.6030555555555,2.0,0.0,0,1,1,0,0,1,0,0
1295,755,Year 2 Spring,177,2292,ENG 1,24,1,0,0,0,1,46.0,2.84782608695652,16.0,0,0,0,0,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
1296,763,Year 2 Spring,210,1210,ENG 1,20,1,0,0,0,0,15.0,2.0,10.0,0,0,0,0,0,0,1,4,2.75,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1297,765,Year 2 Spring,198,2357,ENG 1,21,0,0,0,0,0,8.0,3.625,9.0,0,0,1,0,0,0,1,3,3.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1298,772,Year 2 Spring,190,1900,ENG 1,20,1,0,0,1,1,34.0,1.64705882352941,7.0,0,0,0,0,0,1,1,2,2.05,0,56.0,39.27,11.0,0.0,1,1,0,1,0,0,1,0
1299,777,Year 2 Spring,222,1660,ENG 1,19,1,0,0,0,1,38.5,2.25974025974026,16.0,0,0,0,0,0,0,1,2,2.4,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1300,783,Year 2 Spring,203,1938,ENG 1,19,0,0,0,0,0,17.0,3.0,14.0,0,0,0,0,0,1,1,4,3.66,1,13.0,11.1527777777778,3.0,1.0,1,1,0,1,0,0,0,1
1301,790,Year 2 Spring,191,5224,ENG 1,22,0,0,0,0,1,35.0,3.34285714285714,12.0,0,0,0,0,0,1,1,4,2.5,0,26.0,19.5761111111111,7.0,0.0,1,1,1,0,0,1,0,0
1302,792,Year 2 Spring,173,9102,ENG 1,19,1,0,0,0,1,47.5,2.63157894736842,14.0,0,0,0,0,0,0,1,2,3.19,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1303,794,Year 2 Spring,201,4776,ENG 1,19,1,0,0,0,1,32.0,2.1875,10.0,0,0,0,0,0,0,1,2,2.5,1,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1304,795,Year 2 Spring,195,1658,ENG 1,20,0,0,0,0,1,22.5,1.64444444444444,7.0,0,0,0,0,0,0,1,3,3.1,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1305,798,Year 2 Spring,198,2357,ENG 1,20,0,0,0,0,0,0.0,,12.0,0,1,0,0,0,0,1,4,3.4,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
1306,799,Year 2 Spring,171,9589,ENG 1,19,0,0,0,0,1,29.0,2.72413793103448,5.5,0,0,0,0,0,0,1,3,2.9,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1307,804,Year 2 Spring,206,8483,ENG 1,19,1,0,0,0,1,28.0,1.75,4.0,0,0,0,0,0,1,1,3,2.4,0,22.0,24.0083333333333,5.0,0.0,1,1,0,1,1,0,0,0
1308,807,Year 2 Spring,199,1612,ENG 1,20,1,0,0,1,0,32.0,1.8125,6.0,0,0,0,0,0,0,0,1,2.97,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1309,810,Year 2 Spring,189,1649,ENG 1,19,0,0,0,1,0,28.0,2.17857142857143,10.0,0,0,0,0,0,0,1,2,1.9,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1310,812,Year 2 Spring,184,2321,ENG 1,34,1,0,0,0,0,16.0,2.4375,4.0,0,0,0,0,0,1,1,3,,0,30.0,31.0261111111111,11.0,0.0,0,1,1,0,0,0,0,1
1311,814,Year 2 Spring,178,2034,ENG 1,21,0,0,0,0,1,19.0,3.05263157894737,4.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1312,815,Year 2 Spring,188,1210,ENG 1,19,1,0,0,0,1,21.0,3.23809523809524,16.0,0,0,1,0,0,0,1,3,3.68,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1313,816,Year 2 Spring,193,1900,ENG 1,19,1,0,0,0,0,25.0,4.0,14.0,0,0,0,0,0,0,1,4,3.86,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1314,823,Year 2 Spring,184,2321,ENG 1,20,0,0,0,0,1,18.5,2.56756756756757,15.0,0,0,0,0,0,0,1,3,2.6,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1315,829,Year 2 Spring,199,1612,ENG 1,18,0,0,0,0,1,5.0,4.0,17.0,0,0,0,0,0,1,1,4,4.0,0,18.0,24.6011111111111,3.0,0.0,1,1,1,0,0,0,0,1
1316,831,Year 2 Spring,187,3984,ENG 1,56,0,0,0,0,1,41.5,3.83132530120482,14.0,0,0,0,0,0,1,1,4,3.8,0,57.0,68.0155555555556,54.0,0.0,1,1,1,0,0,0,0,1
1317,841,Year 2 Spring,194,910,ENG 1,21,0,0,0,0,1,9.5,2.68421052631579,8.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1318,842,Year 2 Spring,171,9589,ENG 1,19,1,0,0,0,1,0.0,,17.0,0,1,0,0,0,0,1,2,2.9,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
1319,843,Year 2 Spring,201,4776,ENG 1,25,1,0,0,0,1,0.0,,12.0,0,0,0,0,0,0,1,3,3.86,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
1320,847,Year 2 Spring,194,910,ENG 1,20,1,0,0,0,1,37.0,1.64864864864865,6.0,0,0,0,0,0,0,0,0,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1321,851,Year 2 Spring,192,1658,ENG 1,20,1,0,0,0,1,20.0,2.1,11.0,0,0,0,0,0,1,0,0,3.0,0,5.0,5.8875,0.0,1.0,1,1,1,0,0,1,0,0
1322,852,Year 2 Spring,208,2351,ENG 1,31,1,0,0,0,1,24.0,2.79166666666667,12.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
1324,859,Year 2 Spring,202,9569,ENG 1,19,0,0,0,0,1,22.0,3.81818181818182,13.0,0,0,0,0,0,0,1,4,3.2,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1325,873,Year 2 Spring,173,9102,ENG 1,19,0,0,0,0,0,29.0,3.10344827586207,11.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1326,874,Year 2 Spring,176,2156,ENG 1,21,0,0,0,0,0,16.5,2.18181818181818,13.0,0,0,0,1,0,1,1,2,3.63,0,6.0,2.92472222222223,3.0,1.0,1,1,0,1,1,0,0,0
1327,876,Year 2 Spring,176,2156,ENG 1,19,1,0,0,0,1,29.0,2.3448275862069,7.0,0,0,0,0,0,0,1,3,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1328,878,Year 2 Spring,192,1658,ENG 1,19,0,0,0,1,0,26.0,1.96153846153846,10.0,0,0,0,0,0,0,1,2,2.95,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1329,879,Year 2 Spring,198,2357,ENG 1,20,1,0,0,0,1,36.0,2.94444444444444,11.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1330,882,Year 2 Spring,203,1938,ENG 1,19,1,0,0,0,1,36.0,0.944444444444444,15.0,0,0,0,0,0,0,0,0,2.6,1,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1331,883,Year 2 Spring,222,1660,ENG 1,19,0,0,0,0,0,34.5,3.50724637681159,13.0,0,0,0,1,0,0,1,4,3.52,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1332,886,Year 2 Spring,169,9589,ENG 1,21,1,0,0,0,0,20.0,4.0,18.0,0,0,0,0,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1333,891,Year 2 Spring,192,1658,ENG 1,20,0,0,0,0,0,28.5,2.7719298245614,16.0,0,0,0,1,0,0,1,3,3.33,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1335,900,Year 2 Spring,176,2156,ENG 1,19,1,0,0,0,1,27.0,2.03703703703704,6.0,0,0,0,0,0,0,0,0,2.51,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1337,902,Year 2 Spring,194,910,ENG 1,20,0,0,0,1,0,26.5,3.77358490566038,15.0,0,0,0,1,0,0,1,3,3.71,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1338,905,Year 2 Spring,176,2156,ENG 1,20,0,0,0,0,0,14.0,1.21428571428571,11.0,0,0,0,0,0,0,0,0,2.7,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1339,910,Year 2 Spring,188,1210,ENG 1,21,1,0,0,0,1,28.0,3.46428571428571,16.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1340,911,Year 2 Spring,171,9589,ENG 1,19,1,0,0,0,1,36.5,2.27397260273973,4.0,0,0,0,0,0,0,0,0,2.98,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1341,918,Year 2 Spring,193,1900,ENG 1,19,0,0,0,0,0,34.5,2.78260869565217,17.0,0,0,0,1,0,0,1,4,2.93,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1342,921,Year 2 Spring,184,2321,ENG 1,19,1,0,0,0,1,34.5,2.66666666666667,10.0,0,0,0,0,0,0,1,3,3.3,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1343,923,Year 2 Spring,191,5224,ENG 1,21,0,0,0,0,0,32.0,4.0,17.0,0,0,0,0,1,1,1,2,,0,13.0,8.19972222222222,4.0,1.0,0,1,0,1,1,0,0,0
1344,927,Year 2 Spring,204,8975,ENG 1,19,0,0,0,1,1,28.0,2.21428571428571,12.0,0,0,0,0,0,1,1,3,1.838,0,26.0,26.4091666666667,5.0,0.0,1,1,1,0,0,0,1,0
1345,931,Year 2 Spring,180,9412,ENG 1,19,1,0,0,0,1,30.0,2.93333333333333,15.0,0,0,0,0,0,0,1,3,3.3,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1346,932,Year 2 Spring,183,8483,ENG 1,19,1,0,0,0,1,31.5,1.52380952380952,13.0,0,0,0,0,0,0,1,3,3.5,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1347,935,Year 2 Spring,180,9412,ENG 1,19,1,0,0,0,1,30.0,2.76666666666667,4.0,0,0,1,0,0,0,0,0,2.57,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1348,938,Year 2 Spring,210,1210,ENG 1,18,0,0,0,0,0,25.0,1.68,7.0,0,0,0,0,0,0,1,2,3.2,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1349,943,Year 2 Spring,202,9569,ENG 1,19,0,0,0,0,1,37.5,2.62666666666667,12.0,0,0,0,0,0,0,1,2,2.8,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1350,946,Year 2 Spring,183,8483,ENG 1,19,0,0,0,0,0,36.5,2.10958904109589,8.0,0,0,0,1,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1351,947,Year 2 Spring,192,1658,ENG 1,22,1,0,0,0,0,39.5,2.43037974683544,10.0,0,0,0,1,0,0,1,2,3.9,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1352,948,Year 2 Spring,197,1833,ENG 1,20,1,0,0,0,1,33.0,2.81818181818182,13.0,0,0,0,0,0,0,1,4,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1353,950,Year 2 Spring,191,5224,ENG 1,19,1,0,0,0,1,42.5,2.49411764705882,7.0,0,0,0,0,0,0,1,3,2.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1354,951,Year 2 Spring,202,9569,ENG 1,23,1,0,0,0,0,41.0,2.92682926829268,17.0,0,0,0,0,0,0,1,3,,1,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
1355,952,Year 2 Spring,206,8483,ENG 1,30,0,1,0,0,0,45.0,2.4,10.0,0,0,0,0,0,1,1,2,2.4,0,34.0,29.7663888888889,4.0,0.0,1,1,0,1,0,0,0,1
1357,963,Year 2 Spring,207,2351,ENG 1,18,0,0,0,0,1,19.0,1.94736842105263,7.0,0,0,0,0,0,0,1,2,3.4,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1358,964,Year 2 Spring,198,2357,ENG 1,18,0,0,0,0,0,13.0,2.61538461538462,12.0,0,0,0,0,0,0,1,3,2.8,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1359,968,Year 2 Spring,174,9014,ENG 1,18,1,0,0,0,0,12.0,1.41666666666667,13.0,0,0,0,0,0,0,1,3,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1360,969,Year 2 Spring,186,4550,ENG 1,18,1,0,0,0,0,19.0,2.89473684210526,13.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
1362,975,Year 2 Spring,197,1833,ENG 1,19,0,0,0,0,1,23.0,3.21739130434783,13.0,0,0,0,0,0,0,1,4,3.3,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1363,979,Year 2 Spring,190,1900,ENG 1,18,0,0,0,0,1,15.0,3.13333333333333,11.5,0,0,0,0,0,0,1,4,2.9,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1364,981,Year 2 Spring,184,2321,ENG 1,19,1,0,0,0,1,14.0,2.57142857142857,14.0,0,0,0,0,0,1,1,3,2.54,0,22.0,27.5738888888889,0.0,0.0,1,1,0,1,1,0,0,0
1365,982,Year 2 Spring,185,1515,ENG 1,20,1,0,0,0,0,16.0,2.125,7.0,0,0,0,0,0,0,1,2,3.91,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1366,983,Year 2 Spring,169,9589,ENG 1,19,0,0,0,0,0,39.0,2.64102564102564,4.0,0,0,0,0,0,0,1,2,2.58,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1367,985,Year 2 Spring,186,4550,ENG 1,19,0,0,1,0,1,10.0,2.5,13.0,0,0,0,0,0,0,1,2,2.72,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1368,986,Year 2 Spring,187,3984,ENG 1,35,1,0,0,0,0,27.5,1.38181818181818,8.0,0,0,0,1,0,0,0,1,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
1369,993,Year 2 Spring,199,1612,ENG 1,50,0,0,0,0,0,20.0,4.0,4.0,0,0,0,0,0,1,1,4,,0,14.0,25.6597222222222,17.0,0.0,0,1,1,0,1,0,0,0
1370,997,Year 2 Spring,189,1649,ENG 1,18,0,0,0,0,0,0.0,,3.0,0,0,0,0,0,0,0,0,3.2,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
1371,999,Year 2 Spring,173,9102,ENG 1,20,0,0,0,0,0,43.5,3.54022988505747,14.0,0,0,0,1,0,0,1,3,3.5,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1372,1003,Year 2 Spring,176,2156,ENG 1,19,1,0,0,0,1,14.0,3.14285714285714,15.0,0,0,0,0,0,0,1,4,3.2,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1374,1007,Year 2 Spring,222,1660,ENG 1,20,0,0,0,0,1,36.0,2.75,8.5,0,0,0,0,0,1,1,3,3.8,0,19.0,24.4241666666667,0.0,0.0,1,1,1,0,0,0,1,0
1375,1010,Year 2 Spring,199,1612,ENG 1,20,0,0,0,0,1,46.5,3.65591397849462,6.0,0,0,0,0,0,0,0,1,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
1376,1011,Year 2 Spring,178,2034,ENG 1,17,0,0,0,0,0,4.0,4.0,16.0,0,1,0,0,0,0,1,4,3.6,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1377,1014,Year 2 Spring,169,9589,ENG 1,19,0,0,0,0,0,35.5,2.01408450704225,3.0,0,0,0,0,0,0,0,0,2.57,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1378,1015,Year 2 Spring,206,8483,ENG 1,20,1,0,0,0,1,41.5,2.86746987951807,14.0,0,0,0,0,0,1,1,3,,0,48.0,23.9922222222222,5.0,0.0,0,1,0,1,1,0,0,0
1379,1018,Year 2 Spring,176,2156,ENG 1,21,0,0,0,0,0,7.0,2.42857142857143,0.0,0,0,0,1,0,0,0,0,3.42,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1380,1020,Year 2 Spring,175,9935,ENG 1,18,0,0,0,0,1,17.0,3.41176470588235,15.0,0,0,0,0,0,0,1,4,4.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1381,1021,Year 2 Spring,170,1515,ENG 1,18,0,0,0,0,1,13.0,2.15384615384615,16.0,0,0,0,0,0,0,1,3,3.2,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1383,1025,Year 2 Spring,210,1210,ENG 1,19,0,0,0,0,0,31.0,0.935483870967742,3.0,0,0,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1384,1028,Year 2 Spring,188,1210,ENG 1,18,0,0,0,0,0,14.0,4.0,12.0,0,0,0,0,0,0,1,4,4.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1385,1030,Year 2 Spring,187,3984,ENG 1,19,1,0,0,1,1,8.0,3.0,9.0,0,0,0,0,0,1,1,4,3.2,0,20.0,26.3172222222222,12.0,0.0,1,1,0,1,0,0,0,1
1386,1040,Year 2 Spring,203,1938,ENG 1,20,0,0,0,0,0,37.5,3.86666666666667,16.0,0,0,0,0,0,0,1,4,3.8,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1388,1047,Year 2 Spring,182,1515,ENG 1,22,1,0,0,0,0,37.0,3.10810810810811,0.0,0,0,0,0,0,0,0,0,3.15,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1389,1050,Year 2 Spring,172,5224,ENG 1,19,0,0,0,0,0,15.0,4.0,15.0,0,0,0,0,0,0,1,4,3.9,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
1390,1056,Year 2 Spring,208,2351,ENG 1,18,0,0,0,0,0,31.0,2.90322580645161,7.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1391,1057,Year 2 Spring,208,2351,ENG 1,18,0,0,0,0,0,31.0,2.90322580645161,7.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1392,1060,Year 2 Spring,184,2321,ENG 1,19,0,0,0,0,1,32.0,2.6875,4.0,0,0,0,0,0,0,1,2,3.2,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
1393,1064,Year 2 Spring,185,1515,ENG 1,19,1,0,0,0,1,35.0,3.11428571428571,15.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1394,1070,Year 2 Spring,190,1900,ENG 1,18,0,0,0,0,1,3.0,4.0,12.0,0,1,0,0,0,0,1,3,2.4,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1395,1075,Year 2 Spring,201,4776,ENG 1,20,0,0,0,0,0,32.0,3.4375,16.0,0,0,0,1,0,0,1,4,3.14,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1397,1083,Year 2 Spring,199,1612,ENG 1,19,0,0,0,0,1,38.0,3.84210526315789,15.0,0,0,0,0,0,0,1,3,3.22,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1398,1084,Year 2 Spring,169,9589,ENG 1,20,1,0,0,0,0,27.5,2.34545454545455,0.0,0,0,0,0,0,0,0,0,2.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1399,1086,Year 2 Spring,200,4550,ENG 1,19,0,0,0,0,0,45.0,3.6,14.0,0,0,0,0,0,0,1,2,3.3,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1400,1091,Year 2 Spring,199,1612,ENG 1,29,1,0,0,0,0,35.5,4.0,12.5,0,0,0,1,0,0,1,4,3.8,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1401,1100,Year 2 Spring,194,910,ENG 1,19,1,0,0,0,1,27.0,1.96296296296296,14.0,0,0,0,0,0,1,1,4,3.01,0,13.0,6.55305555555555,2.0,1.0,1,1,1,0,0,0,1,0
1402,1102,Year 2 Spring,203,1938,ENG 1,20,1,0,0,0,0,36.5,3.6986301369863,16.0,0,0,0,1,0,0,1,4,3.6,1,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1403,1103,Year 2 Spring,201,4776,ENG 1,36,0,0,0,0,1,13.5,3.77777777777778,13.0,0,0,0,0,0,1,1,4,0.0,1,19.0,24.1458333333333,1.0,1.0,1,1,1,0,0,0,1,0
1404,1104,Year 2 Spring,181,2321,ENG 1,19,0,0,0,0,0,7.0,2.0,12.0,0,0,0,0,0,0,1,3,2.75,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1405,1109,Year 2 Spring,206,8483,ENG 1,19,0,0,0,0,0,27.0,1.96296296296296,11.0,0,0,0,0,0,1,1,2,3.02,0,19.0,17.0769444444445,4.0,0.0,1,1,0,1,0,0,0,1
1406,1111,Year 2 Spring,203,1938,ENG 1,20,1,0,0,0,0,36.0,3.23611111111111,12.0,0,0,0,1,0,0,1,4,3.5,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1407,1122,Year 2 Spring,173,9102,ENG 1,19,0,0,0,0,0,43.5,3.33333333333333,14.0,0,0,0,1,0,0,1,3,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
1408,1124,Year 2 Spring,178,2034,ENG 1,18,1,0,0,0,1,8.0,2.0,7.0,0,0,0,0,0,0,0,1,3.2,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
1409,1133,Year 2 Spring,202,9569,ENG 1,20,0,0,0,0,1,30.0,3.7,11.0,0,0,0,0,0,0,1,3,3.5,1,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1410,1135,Year 2 Spring,198,2357,ENG 1,19,0,0,0,0,0,29.0,1.58620689655172,6.0,0,0,0,0,0,0,0,0,2.19,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
1411,1142,Year 2 Spring,182,1515,ENG 1,20,0,0,0,0,0,59.0,2.8135593220339,14.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1412,1144,Year 2 Spring,183,8483,ENG 1,19,0,0,0,0,1,48.0,3.45833333333333,11.0,0,0,0,0,0,0,1,4,4.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
1413,1145,Year 2 Spring,178,2034,ENG 1,17,0,0,0,1,1,0.0,,7.0,0,1,0,0,0,0,1,4,2.36,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0
1414,1149,Year 2 Spring,176,2156,ENG 1,20,0,0,0,0,1,6.0,4.0,7.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0
1415,1159,Year 2 Spring,177,2292,ENG 1,20,0,0,0,0,0,9.0,4.0,16.0,0,0,0,0,0,0,1,4,3.5,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
1416,1164,Year 2 Spring,197,1833,ENG 1,18,0,0,0,0,0,16.0,3.125,18.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
1417,1167,Year 2 Spring,211,1953,ENG 1,18,0,0,1,0,1,25.0,2.92,7.0,0,0,0,0,0,0,1,3,3.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
1418,1169,Year 2 Spring,185,1515,ENG 1,20,1,0,0,0,0,3.0,4.0,10.0,0,0,0,0,0,0,1,4,4.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
